,GeoID,N_HFood,N_TreeD,N_LandUseMix
0,36005000200,0.0017971233286454,4.504006166379733,0.1602742310306042
1,36005000400,0.0090365099664053,4.743882130476179,0.392960802688383
2,36005001600,0.0,4.421631948379935,0.4428283537532995
3,36005001900,0.0,1.428474973820026,0.4616236928816883
4,36005002000,0.0,5.062188997063066,0.2749139827639354
5,36005002300,0.0,2.590221845283712,0.4182403973372846
6,36005002400,0.0,10.916011143964274,0.4537994352654625
7,36005002500,0.0,6.730102753237582,0.2846868177021238
8,36005002701,0.0,7.360985013232824,0.350337730455833
9,36005002702,0.0,4.803081471285595,0.567024591949387
10,36005002800,0.0,2.5998456761953395,0.19233993758877
11,36005003100,0.0,3.1373266080415987,0.702999443250741
12,36005003300,0.0,5.763810011276819,0.4731236203521649
13,36005003500,0.0,5.825779053076,0.4690547138995316
14,36005003700,0.0,21.39825236783582,0.37720976754748
15,36005003800,0.0,7.279515940676843,0.098053292667067
16,36005003900,0.0,7.82650158273609,0.4978362810835096
17,36005004001,0.0,6.146432174972323,0.60205094591553
18,36005004100,0.0,5.946680657736927,0.3033076015330782
19,36005004200,0.0,3.886172330313485,0.4158481746795063
20,36005004300,0.0,6.656196510565798,0.4732808339124537
21,36005004400,0.0,3.231561607239493,0.4257566330191915
22,36005004600,0.0,5.414413977872443,0.573484388714647
23,36005004800,0.0,6.583301536712344,0.3895935170272955
24,36005005001,0.0,7.731290800449349,0.1190903530507585
25,36005005002,0.0,7.2823133369526385,0.3094032135304435
26,36005005100,0.0,3.25067710301418,0.62991088451795
27,36005005200,0.0,5.591936471303034,0.5010487481889295
28,36005005400,0.0,3.9610077918064617,0.4016829518674085
29,36005005600,0.0,5.705470073951738,0.666212054022623
30,36005005902,0.0,4.955082762074015,0.36945408493792
31,36005006000,0.0,1.7978993634793097,0.561862548894786
32,36005006100,0.0,1.0001911782126158,0.5056734221521474
33,36005006200,0.0,6.034512354021187,0.3047323720502444
34,36005006300,0.0,9.161921828676991,0.4972822462317735
35,36005006400,0.0,7.912001668745316,0.1152380980863647
36,36005006500,0.0,4.73341952988204,0.4131260858098385
37,36005006700,0.0,4.934589667557921,0.4175156140326981
38,36005006800,0.0,9.13808223483973,0.3465900695155979
39,36005006900,0.0,8.264937234888299,0.2832494349660532
40,36005007000,0.0,6.234629065223984,0.3270860901441523
41,36005007100,0.0,5.380104102678813,0.620239724332093
42,36005007200,0.0,5.679345317398657,0.3323102154326735
43,36005007300,0.0,7.916884487675035,0.3631787278184383
44,36005007400,0.0,4.934668517169753,0.2967677108355167
45,36005007500,0.0,7.724343203572069,0.3285426437621587
46,36005007600,0.0,5.447183872595138,0.3233423327817098
47,36005007700,0.0,7.425573110000624,0.597883793146213
48,36005007800,0.0,5.905447716487911,0.279899973186937
49,36005007900,0.0,8.29567685355665,0.3816382207545039
50,36005008300,0.0,6.599174857299652,0.45099626761869
51,36005008400,0.0,4.577054863705235,0.1154001409457514
52,36005008500,0.0,7.289054430322581,0.3930498586889556
53,36005008600,0.0,3.01918975914607,0.18124585333553
54,36005008700,0.0,11.444475257857952,0.3961031206209072
55,36005008900,0.0,5.489456038801052,0.618000582885835
56,36005009000,0.0,2.609879624190232,0.3577978444766854
57,36005009200,0.0,5.394849564289597,0.5328416597419692
58,36005009300,0.0,3.5975160342827244,0.4354669765546777
59,36005009600,0.0016127617309859,3.728862527694679,0.5795260617749085
